customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,population,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,age_group
9571-EDEBV,Male,60,Yes,0,San Diego,92119,32.802959,-117.027095,21866,8,71,No offer,Yes,34.72,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.65,6962.85,0.0,0.0,2465.12,9427.97,5.0,Stayed,No,28.0,5101.0,Not churned,Not churned,Middle age
3520-FJGCV,Male,47,Yes,1,San Diego,92120,32.807867,-117.060993,25569,2,72,No offer,Yes,17.3,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,8126.65,0.0,0.0,1245.6,9372.25,3.0,Stayed,No,70.0,6486.0,Not churned,Not churned,Middle age
6563-VRERX,Male,63,Yes,0,San Diego,92121,32.898613,-117.202937,4258,2,33,No offer,Yes,34.22,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,690.25,0.0,0.0,1129.26,1819.51,5.0,Stayed,No,52.0,5212.0,Not churned,Not churned,Middle age
6122-EFVKN,Male,44,No,0,San Diego,92123,32.808814,-117.134694,25232,0,24,No offer,No,0.0,No,Yes,Cable,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.75,830.8,0.0,0.0,0.0,830.8,3.0,Stayed,No,64.0,5531.0,Not churned,Not churned,Middle age
2805-EDJPQ,Female,45,Yes,0,San Diego,92124,32.827238,-117.089287,30206,9,56,No offer,Yes,20.53,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,0.0,0.0,1149.68,6758.08,4.0,Stayed,No,68.0,5926.0,Not churned,Not churned,Middle age
6862-CQUMB,Male,28,No,0,San Diego,92126,32.886925,-117.152162,74232,0,37,No offer,Yes,21.84,No,Yes,Fiber Optic,41,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,3646.8,0.0,0.0,808.08,4454.88,4.0,Stayed,No,75.0,2640.0,Not churned,Not churned,Under 30
7156-MXBJE,Female,29,No,0,San Diego,92127,33.017518,-117.118456,20046,0,43,No offer,Yes,2.49,Yes,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1,3662.25,0.0,30.0,107.07,3799.32,3.0,Stayed,No,5.0,2319.0,Not churned,Not churned,Under 30
6158-HDPXZ,Male,31,No,0,San Diego,92128,33.000269,-117.072093,42733,0,1,No offer,No,0.0,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.35,25.35,0.0,0.0,0.0,25.35,4.0,Joined,No,51.0,4193.0,Not churned,Not churned,Middle age
2863-IMQDR,Female,52,No,0,San Diego,92130,32.957195,-117.202542,28201,0,61,No offer,Yes,23.45,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,0.0,0.0,1430.45,6739.15,3.0,Stayed,No,48.0,6149.0,Not churned,Not churned,Middle age
5686-CMAWK,Male,41,No,0,San Diego,92131,32.89325,-117.087091,29283,0,17,No offer,Yes,49.71,Yes,Yes,Fiber Optic,4,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,1410.25,0.0,0.0,845.07,2255.32,5.0,Stayed,No,29.0,5863.0,Not churned,Not churned,Middle age
5651-CRHKQ,Female,53,Yes,0,San Diego,92139,32.677716,-117.047666,36351,3,41,No offer,Yes,13.23,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.2,3339.05,0.0,0.0,542.4300000000001,3881.480000000001,3.0,Stayed,No,62.0,5325.0,Not churned,Not churned,Middle age
6583-SZVGP,Male,59,No,0,Indio,92203,33.752938,-116.230055,2743,0,48,No offer,Yes,9.91,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,5067.45,0.0,0.0,475.68,5543.13,4.0,Stayed,No,76.0,5994.0,Not churned,Not churned,Middle age
1708-PBBOA,Female,51,No,0,Banning,92220,33.936298,-116.849577,25859,0,42,No offer,No,0.0,No,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.75,2348.45,0.0,80.0,0.0,2428.45,3.0,Stayed,No,62.0,3179.0,Not churned,Not churned,Middle age
8782-LKFPK,Male,50,No,0,Beaumont,92223,33.946982,-116.977672,17721,0,44,No offer,Yes,44.92,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,4063.0,0.0,0.0,1976.48,6039.48,4.0,Stayed,No,63.0,4751.0,Not churned,Not churned,Middle age
5522-JBWMO,Male,62,No,2,Blythe,92225,33.674583,-114.71612,24659,0,1,No offer,Yes,15.66,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0.0,15.66,59.66,5.0,Joined,No,29.0,4020.0,Not churned,Not churned,Middle age
3597-MVHJT,Female,49,No,0,Brawley,92227,33.03933,-115.191857,23394,0,27,No offer,Yes,35.17,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,2595.25,0.0,0.0,949.59,3544.84,4.0,Stayed,No,21.0,2026.0,Not churned,Not churned,Middle age
9967-ATRFS,Female,47,No,0,Calipatria,92233,33.143826,-115.497485,7857,0,19,No offer,Yes,32.03,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,367.55,0.0,0.0,608.57,976.12,5.0,Stayed,No,21.0,3245.0,Not churned,Not churned,Middle age
2977-CEBSX,Female,61,No,0,Coachella,92236,33.680031,-116.171678,23170,0,66,No offer,Yes,13.28,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,5965.95,0.0,0.0,876.4799999999999,6842.429999999999,4.0,Stayed,No,74.0,5813.0,Not churned,Not churned,Middle age
5876-QMYLD,Female,44,Yes,0,Earp,92242,34.137742,-114.36514,1564,10,23,No offer,Yes,17.82,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,415.1,0.0,0.0,409.86,824.96,4.0,Stayed,No,9.0,3742.0,Not churned,Not churned,Middle age
2277-AXSDC,Female,46,No,0,El Centro,92243,32.770393,-115.60915,43712,0,32,No offer,Yes,43.8,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,624.15,0.0,0.0,1401.6,2025.75,4.0,Stayed,No,46.0,4691.0,Not churned,Not churned,Middle age
9442-JTWDL,Female,52,No,0,Heber,92249,32.730583,-115.501083,3535,0,11,No offer,Yes,26.85,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,237.7,0.0,0.0,295.35,533.05,4.0,Stayed,No,48.0,5355.0,Not churned,Not churned,Middle age
3067-SVMTC,Female,49,Yes,0,Imperial,92251,32.858595,-115.662709,14546,9,68,No offer,Yes,44.79,No,Yes,Cable,14,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.9,3848.8,0.0,20.0,3045.72,6914.52,3.0,Stayed,No,77.0,5160.0,Not churned,Not churned,Middle age
5495-GPSRW,Male,62,No,0,Joshua Tree,92252,34.167236,-116.281511,8141,0,20,No offer,Yes,27.11,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,419.4,0.0,0.0,542.2,961.6,5.0,Stayed,No,56.0,2120.0,Not churned,Not churned,Middle age
7606-BPHHN,Male,39,No,0,La Quinta,92253,33.695532,-116.310571,23971,0,72,Offer A,Yes,30.44,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1468.75,0.0,0.0,2191.6800000000003,3660.43,3.0,Stayed,No,9.0,5368.0,Not churned,Not churned,Middle age
4742-DRORA,Male,59,Yes,0,Mecca,92254,33.543835,-115.993906,8768,5,60,Offer B,Yes,5.43,Yes,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,5812.0,0.0,0.0,325.79999999999995,6137.8,4.0,Stayed,No,46.0,4149.0,Not churned,Not churned,Middle age
4163-NCJAK,Female,55,Yes,0,Palm Desert,92260,33.694501,-116.412711,29340,9,46,Offer B,Yes,35.46,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.45,1066.15,0.0,0.0,1631.16,2697.3100000000004,4.0,Stayed,No,76.0,2438.0,Not churned,Not churned,Middle age
5233-AOZUF,Female,62,Yes,0,Palm Springs,92262,33.839989,-116.659215,24924,3,29,No offer,Yes,5.39,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2149.05,0.0,0.0,156.31,2305.36,5.0,Stayed,No,80.0,3483.0,Not churned,Not churned,Middle age
5973-EJGDP,Male,21,No,0,Palm Springs,92264,33.745746,-116.514215,18884,0,51,Offer B,Yes,1.51,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.35,4473.0,0.0,0.0,77.01,4550.01,5.0,Stayed,No,28.0,4899.0,Not churned,Not churned,Under 30
7916-VCCPB,Female,58,Yes,1,Parker Dam,92267,34.273872,-114.192901,131,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0.0,640.48,1836.23,3.0,Stayed,No,22.0,3624.0,Not churned,Not churned,Middle age
4686-GEFRM,Male,23,Yes,0,Pioneertown,92268,34.201108,-116.593456,354,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,6858.9,0.0,0.0,3166.8,10025.7,3.0,Stayed,No,57.0,5582.0,Not churned,Not churned,Under 30
5249-QYHEX,Female,27,Yes,2,Rancho Mirage,92270,33.763678,-116.429928,12465,2,40,Offer B,Yes,33.44,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1024.7,0.0,0.0,1337.6,2362.3,5.0,Stayed,No,72.0,3021.0,Not churned,Not churned,Under 30
2233-FAGXV,Female,41,Yes,3,Salton City,92275,33.28156,-115.955541,799,6,5,No offer,Yes,6.7,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.3,132.25,0.0,0.0,33.5,165.75,5.0,Stayed,No,20.0,3181.0,Not churned,Not churned,Middle age
5605-IYGFG,Female,61,No,0,Thousand Palms,92276,33.849263,-116.382778,6242,0,7,No offer,Yes,27.46,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,515.45,0.0,0.0,192.22,707.6700000000001,3.0,Stayed,No,51.0,5501.0,Not churned,Not churned,Middle age
7663-ZTEGJ,Male,46,No,0,Escondido,92027,33.141265,-116.967221,48690,0,29,No offer,Yes,49.92,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,100.55,2830.45,0.0,100.0,1447.68,4378.13,5.0,Stayed,No,77.0,3055.0,Not churned,Not churned,Middle age
3935-TBRZZ,Male,54,Yes,0,Twentynine Palms,92278,34.457829,-116.139589,14104,10,44,Offer B,Yes,15.33,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.7,1110.5,0.0,0.0,674.52,1785.02,3.0,Stayed,No,80.0,3037.0,Not churned,Not churned,Middle age
8111-BKVDS,Female,31,No,0,Escondido,92027,33.141265,-116.967221,48690,0,10,Offer D,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,0.0,0.0,0.0,449.3,5.0,Stayed,No,26.0,2164.0,Not churned,Not churned,Middle age
8734-DKSTZ,Female,20,Yes,2,Winterhaven,92283,32.852947,-114.850784,3663,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0.0,65.0,923.6,3.0,Stayed,No,20.0,4922.0,Not churned,Not churned,Under 30
4360-PNRQB,Male,27,No,0,Yucca Valley,92284,34.159534,-116.425984,20486,0,18,Offer D,Yes,15.18,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,1395.05,0.0,0.0,273.24,1668.29,5.0,Stayed,No,78.0,4030.0,Not churned,Not churned,Under 30
6152-ONASV,Female,49,Yes,0,Landers,92285,34.341737,-116.539416,2182,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140.0,2819.28,6934.98,3.0,Stayed,No,74.0,4620.0,Not churned,Not churned,Middle age
7781-HVGMK,Female,56,Yes,0,Amboy,92304,34.559882,-115.637164,42,5,72,Offer A,No,0.0,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,4784.45,0.0,0.0,0.0,4784.45,3.0,Stayed,No,27.0,5092.0,Not churned,Not churned,Middle age
2181-UAESM,Male,30,No,0,Angelus Oaks,92305,34.1678,-116.86433,301,0,2,No offer,Yes,12.59,No,Yes,Cable,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.45,119.5,0.0,0.0,25.18,144.68,4.0,Joined,No,25.0,3477.0,Not churned,Not churned,Middle age
6048-NJXHX,Male,21,Yes,0,Apple Valley,92308,34.424926,-117.184503,28819,1,41,Offer B,Yes,35.46,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75,899.45,0.0,0.0,1453.86,2353.3100000000004,4.0,Stayed,No,53.0,2011.0,Not churned,Not churned,Under 30
2320-SLKMB,Female,46,No,0,Baker,92309,35.28952,-116.092214,904,0,26,No offer,No,0.0,No,Yes,Cable,29,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45,1183.8,0.0,0.0,0.0,1183.8,4.0,Stayed,No,26.0,3080.0,Not churned,Not churned,Middle age
4980-URKXC,Male,26,Yes,0,Fort Irwin,92310,35.349241,-116.770281,9465,1,36,No offer,Yes,12.61,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,720.05,0.0,0.0,453.96,1174.01,4.0,Stayed,No,78.0,5744.0,Not churned,Not churned,Under 30
4376-KFVRS,Male,52,Yes,0,Barstow,92311,34.965648,-117.001509,31293,5,72,Offer A,Yes,30.75,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8468.2,0.0,0.0,2214.0,10682.2,3.0,Stayed,No,39.0,4842.0,Not churned,Not churned,Middle age
5886-VLQVU,Male,30,Yes,0,Grand Terrace,92313,34.029175,-117.307211,11024,0,35,No offer,Yes,24.83,Yes,Yes,Fiber Optic,51,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.85,3161.2,0.0,20.0,869.05,4050.25,3.0,Stayed,No,78.0,4945.0,Not churned,Not churned,Middle age
3577-AMVUX,Male,59,No,0,Big Bear City,92314,34.278967,-116.773825,9899,0,1,No offer,Yes,14.65,No,Yes,Cable,15,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.05,55.05,0.0,0.0,14.65,69.7,4.0,Joined,No,32.0,2962.0,Not churned,Not churned,Middle age
0771-WLCLA,Female,49,Yes,1,Big Bear Lake,92315,34.242058,-116.89802,5447,8,16,Offer D,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,1882.55,0.0,0.0,743.2,2625.75,3.0,Stayed,No,70.0,2683.0,Not churned,Not churned,Middle age
0206-TBWLC,Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7334,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0.0,615.6,6665.1,4.0,Stayed,No,67.0,4488.0,Not churned,Not churned,Middle age
2937-FTHUR,Female,45,No,3,Cedar Glen,92321,34.255203,-117.175654,455,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0.0,0.0,764.1,1930.8,4.0,Stayed,No,37.0,2466.0,Not churned,Not churned,Middle age
1910-FMXJM,Female,59,Yes,0,Colton,92324,34.030915,-117.273201,52202,8,36,No offer,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0.0,1775.88,4713.53,3.0,Stayed,No,35.0,5544.0,Not churned,Not churned,Middle age
0732-OCQOC,Female,30,Yes,0,Death Valley,92328,36.27688,-117.033326,443,10,52,Offer B,Yes,5.32,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.05,1270.25,0.0,0.0,276.64,1546.89,4.0,Stayed,No,42.0,5674.0,Not churned,Not churned,Middle age
5168-MSWXT,Male,26,Yes,3,Essex,92332,34.9436,-115.287901,115,4,8,No offer,Yes,22.14,No,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0.0,0.0,177.12,936.67,5.0,Stayed,No,44.0,5505.0,Not churned,Not churned,Under 30
1090-ESELR,Male,47,Yes,0,Fawnskin,92333,34.274846,-116.937581,414,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0.0,0.0,1962.0,9573.55,3.0,Stayed,No,25.0,5534.0,Not churned,Not churned,Middle age
8592-PLTMQ,Female,53,No,0,Fontana,92335,34.087558,-117.464096,82630,0,64,Offer B,Yes,4.03,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.7,1642.75,0.0,0.0,257.92,1900.67,5.0,Stayed,No,32.0,5655.0,Not churned,Not churned,Middle age
8847-GEOOQ,Male,34,Yes,0,Fontana,92337,34.049671,-117.468896,29847,10,60,Offer B,No,0.0,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0.0,0.0,0.0,3582.4,5.0,Stayed,No,76.0,5359.0,Not churned,Not churned,Middle age
4785-FCIFB,Female,20,Yes,0,Forest Falls,92339,34.067699,-116.903891,958,10,61,Offer B,Yes,20.09,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.4,1417.9,0.0,0.0,1225.49,2643.3900000000003,5.0,Stayed,No,23.0,4900.0,Not churned,Not churned,Under 30
8313-NDOIA,Female,48,No,0,Green Valley Lake,92341,34.244411,-117.072654,317,0,24,No offer,Yes,38.79,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40.0,930.96,3465.61,5.0,Stayed,No,61.0,5813.0,Not churned,Not churned,Middle age
5149-CUZUJ,Male,35,Yes,0,Helendale,92342,34.757783,-117.33997,4948,1,28,No offer,Yes,27.34,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,2768.35,0.0,0.0,765.52,3533.87,3.0,Stayed,No,51.0,2037.0,Not churned,Not churned,Middle age
0942-KOWSM,Female,24,Yes,0,Hesperia,92345,34.361387,-117.337509,68515,4,30,Offer C,Yes,15.94,No,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2369.3,0.0,0.0,478.2,2847.5,5.0,Stayed,No,46.0,4274.0,Not churned,Not churned,Under 30
4237-CLSMM,Male,45,Yes,0,Highland,92346,34.129677,-117.154277,48245,10,2,No offer,Yes,34.38,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,38.0,0.0,0.0,68.76,106.76,4.0,Joined,No,77.0,4823.0,Not churned,Not churned,Middle age
1452-VOQCH,Male,61,No,0,Hinkley,92347,34.983808,-117.239306,1933,0,1,No offer,Yes,4.53,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0.0,4.53,79.63,3.0,Joined,No,28.0,4120.0,Not churned,Not churned,Middle age
4719-UMSIY,Male,52,No,2,Lake Arrowhead,92352,34.2565,-117.19335,9793,0,6,No offer,Yes,15.5,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,100.9,0.0,0.0,93.0,193.9,5.0,Stayed,No,34.0,2231.0,Not churned,Not churned,Middle age
6614-VBEGU,Female,23,Yes,0,Loma Linda,92354,34.049315,-117.255974,18068,8,24,Offer C,Yes,44.06,No,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,1614.05,0.0,0.0,1057.44,2671.49,5.0,Stayed,No,35.0,4208.0,Not churned,Not churned,Under 30
2996-XAUVF,Male,25,No,0,Needles,92363,34.711224,-114.702256,5488,0,70,Offer A,No,0.0,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,0.0,0.0,2799.75,5.0,Stayed,No,57.0,5055.0,Not churned,Not churned,Under 30
5968-XQIVE,Male,32,Yes,0,Temecula,92592,33.507255,-117.029473,46171,2,72,Offer A,Yes,11.57,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,6588.95,0.0,0.0,833.04,7421.99,3.0,Stayed,No,76.0,6016.0,Not churned,Not churned,Middle age
8896-RAZCR,Female,42,No,0,Oro Grande,92368,34.647959,-117.296957,909,0,44,Offer B,Yes,13.45,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,868.1,0.0,0.0,591.8,1459.9,5.0,Stayed,No,63.0,2809.0,Not churned,Not churned,Middle age
1304-BCCFO,Male,24,Yes,0,Redlands,92374,34.064073,-117.166158,36675,2,9,No offer,Yes,14.91,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,564.4,0.0,0.0,134.19,698.5899999999999,3.0,Stayed,No,69.0,4900.0,Not churned,Not churned,Under 30
4104-PVRPS,Male,56,Yes,0,Rialto,92376,34.109775,-117.378904,75882,7,24,Offer C,Yes,1.02,No,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,1315.35,0.0,120.0,24.48,1459.83,3.0,Stayed,No,47.0,2977.0,Not churned,Not churned,Middle age
4431-EDMIQ,Female,47,Yes,3,Sugarloaf,92386,34.243088,-116.830015,1834,8,7,No offer,Yes,16.22,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,554.05,0.0,0.0,113.54,667.5899999999999,3.0,Stayed,No,37.0,2950.0,Not churned,Not churned,Middle age
0486-LGCCH,Male,48,Yes,2,Victorville,92394,34.567058,-117.362329,12083,2,11,Offer D,Yes,40.76,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,225.75,0.0,0.0,448.36,674.1099999999999,3.0,Stayed,No,33.0,3372.0,Not churned,Not churned,Middle age
5168-MQQCA,Female,50,Yes,0,Yucaipa,92399,34.04597,-117.011825,41575,2,72,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0.0,2767.68,10771.48,4.0,Stayed,No,56.0,6288.0,Not churned,Not churned,Middle age
7971-HLVXI,Male,62,Yes,2,San Bernardino,92404,34.183286,-117.221722,53636,4,72,Offer A,Yes,44.0,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0.0,0.0,3168.0,9298.85,5.0,Stayed,No,50.0,6202.0,Not churned,Not churned,Middle age
9094-AZPHK,Female,64,No,0,San Bernardino,92405,34.142747,-117.300864,24644,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415.0,0.0,0.0,481.05,1896.05,3.0,Stayed,No,65.0,2565.0,Not churned,Not churned,Middle age
3649-JPUGY,Male,26,No,0,San Bernardino,92407,34.250069,-117.393949,49355,0,72,Offer A,Yes,44.46,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,6201.95,0.0,0.0,3201.12,9403.07,3.0,Stayed,No,52.0,5842.0,Not churned,Not churned,Under 30
4472-LVYGI,Female,43,Yes,0,San Bernardino,92408,34.084909,-117.258107,12149,2,10,No offer,No,0.0,No,Yes,Cable,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,525.5,0.0,0.0,0.0,525.5,3.0,Stayed,No,36.0,2578.0,Not churned,Not churned,Middle age
3552-CTCYF,Male,42,Yes,3,San Bernardino,92411,34.122501,-117.320138,23146,4,63,Offer B,Yes,40.73,Yes,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,6597.25,0.0,0.0,2565.99,9163.24,5.0,Stayed,No,20.0,4046.0,Not churned,Not churned,Middle age
6778-YSNIH,Female,63,No,0,Riverside,92501,33.994676,-117.372498,18999,0,2,No offer,Yes,27.02,No,Yes,Cable,26,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.0,114.15,0.0,0.0,54.04,168.19,5.0,Joined,No,33.0,5810.0,Not churned,Not churned,Middle age
6579-JPICP,Male,31,No,0,Riverside,92505,33.920907,-117.489426,38446,0,1,No offer,Yes,17.81,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,20.4,0.0,0.0,17.81,38.21,5.0,Joined,No,46.0,2968.0,Not churned,Not churned,Middle age
