Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
8992-CEUEN,Female,59,No,No,No,No,0,United States,California,Arnold,95223,38.32153,-120.236358,5159,Q3,No,0,1,None,Yes,7.8,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,0.0,0,7.8,26.650000000000002,4,Joined,No,37,5084,,
4320-QMLLA,Male,57,No,No,No,No,0,United States,California,Avery,95224,38.208336,-120.339938,115,Q3,No,0,7,None,Yes,5.61,No,Yes,DSL,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,54.85,370.4,0.0,0,39.27,409.66999999999996,3,Stayed,No,20,3481,,
8777-PVYGU,Female,36,No,No,Yes,No,0,United States,California,Burson,95225,38.183918,-120.898817,27,Q3,No,0,52,Offer B,Yes,4.22,No,Yes,DSL,18,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0.0,0,219.44,3630.04,4,Stayed,No,73,4405,,
8292-ITGYJ,Female,48,No,No,Yes,Yes,1,United States,California,Campo Seco,95226,38.233879,-120.861666,75,Q3,Yes,7,45,Offer B,Yes,20.11,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65,1138.8,0.0,0,904.9499999999999,2043.75,4,Stayed,No,67,3043,,
6870-ZWMNX,Male,55,No,No,Yes,No,0,United States,California,Clements,95227,38.227285,-121.02789,722,Q3,Yes,4,70,Offer A,Yes,33.37,Yes,Yes,DSL,9,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,0.0,110,2335.8999999999996,7710.15,4,Stayed,No,67,5115,,
0621-CXBKL,Female,62,No,No,No,No,0,United States,California,Copperopolis,95228,37.943954,-120.67108,2633,Q3,No,0,53,Offer B,Yes,10.32,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.7,1005.7,0.0,0,546.96,1552.66,5,Stayed,No,54,4116,,
5334-JLAXU,Female,44,No,No,Yes,No,0,United States,California,French Camp,95231,37.873283,-121.292034,5094,Q3,Yes,8,60,Offer B,Yes,15.54,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.1,5475.9,0.0,0,932.4,6408.299999999999,3,Stayed,No,62,5267,,
9359-UGBTK,Female,63,No,No,No,No,0,United States,California,Lockeford,95237,38.166791,-121.14207,3205,Q3,No,0,67,None,Yes,5.39,No,Yes,Cable,9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,72.35,4991.5,0.0,0,361.13,5352.63,3,Stayed,No,50,4910,,
6479-OAUSD,Male,41,No,No,No,No,0,United States,California,Mokelumne Hill,95245,38.304194,-120.592431,2718,Q3,No,0,25,Offer C,Yes,7.17,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,510.8,0.0,0,179.25,690.05,3,Stayed,No,22,2130,,
7129-ACFOG,Female,56,No,No,No,No,0,United States,California,Mountain Ranch,95246,38.264262,-120.515133,1692,Q3,No,0,5,None,Yes,49.4,Yes,Yes,Cable,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.8,283.95,0.0,10,247.0,540.95,4,Stayed,No,78,2182,,
4189-NAKJS,Male,29,Yes,No,No,No,0,United States,California,Murphys,95247,38.147852,-120.440124,4353,Q3,No,0,26,Offer C,Yes,24.67,Yes,Yes,Cable,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55,1295.4,0.0,0,641.4200000000001,1936.8200000000002,3,Stayed,No,36,3130,,
5562-BETPV,Male,21,Yes,No,Yes,No,0,United States,California,San Andreas,95249,38.196497,-120.61689,3930,Q3,Yes,1,1,Offer E,Yes,23.41,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,19.65,0.0,0,23.41,43.06,3,Joined,No,53,2539,,
9127-FHJBZ,Male,60,No,No,Yes,Yes,3,United States,California,Vallecito,95251,38.055562,-120.456298,460,Q3,Yes,1,72,None,Yes,32.47,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,8093.15,0.0,0,2337.84,10430.99,3,Stayed,No,29,4558,,
6994-ORCWG,Female,33,No,No,No,No,0,United States,California,Wilseyville,95257,38.392686,-120.415951,435,Q3,No,0,14,Offer D,Yes,21.03,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.25,773.2,0.0,0,294.42,1067.6200000000001,5,Stayed,No,44,4423,,
1346-UFHAX,Female,59,No,No,No,No,0,United States,California,Woodbridge,95258,38.169605,-121.310964,4176,Q3,No,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1029.35,0.0,0,437.96999999999997,1467.32,3,Stayed,No,78,5577,,
2933-XEUJM,Female,56,No,No,No,No,0,United States,California,Ballico,95303,37.4695,-120.672724,809,Q3,No,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,3593.8,0.0,0,2154.18,5747.98,4,Stayed,No,63,2007,,
4835-YSJMR,Male,59,No,No,No,No,0,United States,California,Ceres,95307,37.553469,-120.952825,32881,Q3,No,0,39,Offer C,Yes,3.93,No,Yes,DSL,15,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,1971.15,0.0,0,153.27,2124.42,4,Stayed,No,51,2202,,
3164-YAXFY,Male,56,No,No,No,No,0,United States,California,Coulterville,95311,37.722127,-120.110174,2271,Q3,No,0,57,Offer B,No,0.0,No,Yes,DSL,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,53.75,3196.0,0.0,0,0.0,3196.0,4,Stayed,No,58,5594,,
0887-WBJVH,Female,29,Yes,No,Yes,No,0,United States,California,Cressey,95312,37.420273,-120.66527,55,Q3,Yes,1,53,Offer B,Yes,38.35,No,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.45,4872.2,0.0,0,2032.5500000000002,6904.75,4,Stayed,No,20,4700,,
4660-IRIBM,Male,32,No,No,Yes,Yes,1,United States,California,Crows Landing,95313,37.435664,-121.049056,1508,Q3,Yes,1,18,Offer D,Yes,24.16,No,Yes,Fiber Optic,19,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9,1500.5,0.0,0,434.88,1935.38,4,Stayed,No,33,5192,,
7670-ZBPOQ,Female,59,No,No,Yes,No,0,United States,California,Denair,95316,37.524721,-120.757977,5513,Q3,Yes,1,58,Offer B,Yes,26.36,Yes,Yes,DSL,8,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,61.05,3478.75,0.0,0,1528.8799999999999,5007.63,4,Stayed,No,46,4411,,
0080-OROZO,Female,38,No,No,No,No,0,United States,California,El Portal,95318,37.654551,-119.822984,579,Q3,No,0,35,Offer C,Yes,36.42,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.25,3532.0,0.0,0,1274.7,4806.7,3,Stayed,No,36,3244,,
3916-NRPAP,Male,21,Yes,No,No,No,0,United States,California,Escalon,95320,37.818543,-121.006907,11474,Q3,No,0,3,Offer E,Yes,29.84,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0.0,0,89.52,346.27,5,Joined,No,33,5806,,
6807-SIWJI,Male,47,No,No,No,No,0,United States,California,Groveland,95321,37.902968,-119.667544,3680,Q3,No,0,38,Offer C,Yes,4.34,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,0.0,0,164.92,4052.17,4,Stayed,No,35,2709,,
8221-HVAYI,Male,60,No,No,Yes,No,0,United States,California,Gustine,95322,37.147198,-121.120161,7872,Q3,No,0,35,Offer C,Yes,5.06,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,69.15,2490.15,0.0,0,177.1,2667.25,3,Stayed,No,61,3945,,
5232-NXPAY,Female,33,No,No,No,No,0,United States,California,Hilmar,95324,37.394536,-120.890747,7177,Q3,No,0,47,Offer B,Yes,3.47,No,Yes,DSL,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,74.45,3510.3,0.0,0,163.09,3673.3900000000003,3,Stayed,No,55,3459,,
8967-SZQAS,Female,25,Yes,No,No,No,0,United States,California,Hornitos,95325,37.479926,-120.230424,128,Q3,No,0,14,Offer D,Yes,39.22,No,Yes,DSL,48,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.45,765.45,0.0,140,549.0799999999999,1454.53,5,Stayed,No,48,3185,,
0455-ENTCR,Male,58,No,No,Yes,No,0,United States,California,Jamestown,95327,37.84771,-120.486589,9559,Q3,Yes,1,66,None,Yes,42.85,Yes,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,5538.35,0.0,0,2828.1,8366.45,4,Stayed,No,38,5012,,
8944-AILEF,Male,26,Yes,No,Yes,No,0,United States,California,Keyes,95328,37.555631,-120.911653,2130,Q3,Yes,1,15,Offer D,Yes,39.84,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,340.85,0.0,0,597.6,938.45,5,Stayed,No,67,2483,,
5542-NKVRU,Female,24,Yes,No,No,No,0,United States,California,La Grange,95329,37.666587,-120.411517,1749,Q3,No,0,42,Offer B,Yes,18.31,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.75,844.45,0.0,0,769.02,1613.47,3,Stayed,No,57,2574,,
7126-RBHSD,Female,53,No,No,Yes,No,0,United States,California,Lathrop,95330,37.80821,-121.308401,10834,Q3,Yes,1,17,Offer D,Yes,21.15,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.9,1348.95,0.0,0,359.54999999999995,1708.5,3,Stayed,No,38,2362,,
5370-IIVVL,Male,26,Yes,No,No,No,0,United States,California,Le Grand,95333,37.249377,-120.249581,3256,Q3,No,0,37,Offer C,Yes,38.72,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.5,3778.0,0.0,0,1432.6399999999999,5210.639999999999,3,Stayed,No,21,4812,,
6789-HJBWG,Female,20,Yes,No,No,No,0,United States,California,Livingston,95334,37.361987,-120.748394,12672,Q3,No,0,12,Offer D,Yes,17.14,No,Yes,DSL,48,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,611.65,0.0,90,205.68,907.3299999999999,3,Stayed,No,70,5007,,
9087-EYCPR,Female,63,No,No,No,No,0,United States,California,Manteca,95336,37.830267,-121.201018,36738,Q3,No,0,60,Offer B,Yes,39.41,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.0,1505.05,0.0,0,2364.6,3869.6499999999996,3,Stayed,No,24,6355,,
6791-YBNAK,Male,26,Yes,No,Yes,Yes,2,United States,California,Manteca,95337,37.750822,-121.238423,19867,Q3,Yes,9,18,Offer D,No,0.0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.55,467.85,0.0,0,0.0,467.85,3,Stayed,No,28,4134,,
6077-BDPXA,Female,56,No,No,No,No,0,United States,California,Merced,95340,37.255637,-120.493537,59289,Q3,No,0,3,None,Yes,5.63,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,194.2,0.0,0,16.89,211.08999999999997,3,Joined,No,26,2228,,
0013-MHZWF,Female,23,Yes,No,No,Yes,3,United States,California,Midpines,95345,37.581496,-119.972762,433,Q3,No,0,9,Offer E,Yes,16.77,No,Yes,Cable,73,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.4,571.45,0.0,0,150.93,722.3800000000001,3,Stayed,No,55,5108,,
8268-YDIXR,Male,45,No,No,Yes,No,0,United States,California,Merced,95348,37.40122,-120.514191,23100,Q3,Yes,1,56,Offer B,Yes,40.33,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,93.15,5253.95,0.0,0,2258.48,7512.43,3,Stayed,No,56,4778,,
4291-SHSBH,Male,25,Yes,No,No,No,0,United States,California,Modesto,95354,37.639029,-120.964772,27135,Q3,No,0,7,Offer E,Yes,8.95,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,521.35,0.0,0,62.64999999999999,584.0,3,Stayed,No,71,4704,,
6980-IMXXE,Female,28,Yes,No,Yes,Yes,2,United States,California,Modesto,95355,37.672906,-120.946594,47613,Q3,Yes,5,69,None,Yes,42.49,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1412.65,0.0,0,2931.81,4344.46,5,Stayed,No,34,5267,,
0040-HALCW,Male,42,No,No,Yes,Yes,3,United States,California,Modesto,95358,37.612612,-121.108568,30668,Q3,Yes,3,54,None,Yes,19.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,1090.6,0.0,0,1063.8,2154.3999999999996,4,Stayed,No,60,6393,,
0784-GTUUK,Male,26,Yes,No,Yes,No,0,United States,California,Newman,95360,37.343846,-121.039391,8504,Q3,Yes,6,62,None,Yes,32.28,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,23.75,1446.8,0.0,0,2001.3600000000001,3448.16,4,Stayed,No,66,4811,,
2294-DMMUS,Female,25,Yes,No,Yes,Yes,3,United States,California,Patterson,95363,37.410236,-121.320337,15536,Q3,Yes,9,62,None,Yes,36.54,Yes,Yes,DSL,41,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.45,4300.45,0.0,0,2265.48,6565.93,5,Stayed,No,37,5057,,
0872-JCPIB,Male,47,No,No,No,No,0,United States,California,Pinecrest,95364,38.224869,-119.755729,235,Q3,No,0,17,Offer D,Yes,47.45,Yes,Yes,DSL,5,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,65.75,1111.2,0.0,0,806.6500000000001,1917.8500000000001,4,Stayed,No,63,3921,,
3055-MJDSB,Male,24,Yes,No,No,No,0,United States,California,Planada,95365,37.329725,-120.306399,4150,Q3,No,0,9,Offer E,No,0.0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.6,190.1,0.0,0,0.0,190.1,5,Stayed,No,49,2323,,
9091-WTUUY,Male,30,No,No,Yes,No,0,United States,California,Ripon,95366,37.750778,-121.13238,12646,Q3,Yes,4,64,None,Yes,25.74,No,Yes,DSL,51,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,69.25,4447.75,0.0,0,1647.36,6095.11,4,Stayed,No,25,4226,,
7115-IRDHS,Female,64,No,No,Yes,No,0,United States,California,Sonora,95370,37.982716,-120.343732,25340,Q3,Yes,3,72,None,Yes,24.42,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,1830.05,0.0,0,1758.2400000000002,3588.29,5,Stayed,No,66,5065,,
8496-DMZUK,Male,62,No,No,No,No,0,United States,California,Soulsbyville,95372,37.990574,-120.261821,1519,Q3,No,0,30,Offer C,Yes,7.19,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4,2820.65,0.0,0,215.70000000000002,3036.35,4,Stayed,No,78,3171,,
2040-VZIKE,Female,56,No,No,Yes,No,0,United States,California,Stevinson,95374,37.316807,-120.855753,1960,Q3,Yes,3,49,None,Yes,44.81,Yes,Yes,Fiber Optic,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,100.85,4847.35,0.0,0,2195.69,7043.040000000001,3,Stayed,No,53,5417,,
9068-VPWQQ,Male,21,Yes,No,Yes,No,0,United States,California,Tracy,95376,37.680968,-121.446049,69801,Q3,Yes,10,61,None,Yes,28.8,Yes,Yes,Cable,52,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,4729.3,0.0,0,1756.8,6486.1,4,Stayed,No,35,6466,,
0178-SZBHO,Male,54,No,No,Yes,Yes,1,United States,California,Tuolumne,95379,37.939768,-120.188002,3979,Q3,Yes,7,47,None,Yes,1.09,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0.0,0,51.230000000000004,4068.68,3,Stayed,No,76,3760,,
0384-RVBPI,Male,64,No,No,No,No,0,United States,California,Turlock,95380,37.474396,-120.875917,40545,Q3,No,0,20,Offer D,Yes,12.6,No,Yes,DSL,29,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,64.4,1398.6,0.0,0,252.0,1650.6,3,Stayed,No,80,2120,,
1299-AURJA,Female,43,No,No,Yes,Yes,2,United States,California,Twain Harte,95383,38.107441,-120.230625,4848,Q3,Yes,8,70,None,Yes,30.33,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.7,1685.9,0.0,0,2123.1,3809.0,4,Stayed,No,59,5907,,
4525-VZCZG,Male,58,No,No,No,Yes,1,United States,California,Vernalis,95385,37.609095,-121.263381,274,Q3,No,0,54,None,Yes,20.93,No,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.85,5826.65,0.0,10,1130.22,6966.87,4,Stayed,No,35,5915,,
2788-CJQAQ,Male,39,No,No,No,No,0,United States,California,Winton,95388,37.421299,-120.599587,11463,Q3,No,0,13,Offer D,Yes,22.31,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.45,270.2,0.0,0,290.03,560.23,5,Stayed,No,37,3799,,
0319-QZTCO,Female,25,Yes,No,Yes,Yes,2,United States,California,Santa Rosa,95401,38.460517,-122.790335,36125,Q3,Yes,9,3,Offer E,Yes,11.47,No,Yes,DSL,51,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,0.0,0,34.410000000000004,203.01,3,Joined,No,52,3654,,
2120-SMPEX,Male,43,No,No,No,No,0,United States,California,Santa Rosa,95403,38.488431,-122.752839,40270,Q3,No,0,25,Offer C,Yes,17.64,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,536.35,0.0,0,441.0,977.35,5,Stayed,No,58,3848,,
0096-FCPUF,Male,58,No,No,No,No,0,United States,California,Santa Rosa,95404,38.526941,-122.709096,35057,Q3,No,0,30,None,Yes,2.64,Yes,Yes,DSL,15,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,64.5,1888.45,0.0,0,79.2,1967.65,3,Stayed,No,48,5039,,
0668-OGMHD,Female,20,Yes,No,Yes,No,0,United States,California,Santa Rosa,95405,38.439696,-122.668817,22250,Q3,Yes,8,21,Offer D,No,0.0,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,28.5,629.35,0.0,0,0.0,629.35,4,Stayed,No,77,3766,,
9408-HRXRK,Female,63,No,No,Yes,Yes,1,United States,California,Annapolis,95412,38.731055,-123.316553,747,Q3,Yes,9,45,None,Yes,47.48,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.15,4730.9,0.0,0,2136.6,6867.5,4,Stayed,No,22,5915,,
5593-SUAOO,Female,60,No,No,Yes,Yes,3,United States,California,Boonville,95415,39.025867,-123.381544,1374,Q3,Yes,6,24,None,Yes,41.45,Yes,Yes,Fiber Optic,53,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,83.15,2033.05,0.0,0,994.8000000000001,3027.85,5,Stayed,No,53,2404,,
6766-HFKLA,Female,60,No,No,Yes,No,0,United States,California,Cazadero,95421,38.578807,-123.19338,1575,Q3,Yes,10,56,None,Yes,10.13,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.2,5744.35,0.0,0,567.2800000000001,6311.63,5,Stayed,No,34,4534,,
7617-EYGLW,Male,62,No,No,No,No,0,United States,California,Clearlake Oaks,95423,39.07116,-122.598542,3684,Q3,No,0,1,Offer E,Yes,46.59,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,19.45,0.0,0,46.59,66.04,3,Joined,No,64,5820,,
2226-ICFDO,Female,39,No,No,Yes,No,0,United States,California,Covelo,95428,39.83307,-123.178765,2296,Q3,Yes,9,72,None,Yes,10.87,Yes,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9,6110.75,0.0,0,782.64,6893.39,4,Stayed,No,72,6361,,
5529-GIBVH,Female,57,No,No,No,No,0,United States,California,Duncans Mills,95430,38.445603,-123.063756,187,Q3,No,0,47,None,Yes,3.49,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,1046.2,0.0,0,164.03,1210.23,3,Stayed,No,74,2618,,
9992-UJOEL,Male,22,Yes,No,No,No,0,United States,California,Elk,95432,39.108252,-123.645121,383,Q3,No,0,2,Offer E,Yes,18.62,No,Yes,DSL,51,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,92.75,0.0,0,37.24,129.99,5,Joined,No,33,5870,,
4741-WWJQZ,Female,49,No,No,Yes,No,0,United States,California,Forestville,95436,38.499302,-122.92444,6216,Q3,No,0,2,Offer E,Yes,26.58,No,Yes,Fiber Optic,23,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,194.55,0.0,0,53.16,247.71,3,Joined,No,26,5251,,
6625-UTXEW,Female,26,Yes,No,Yes,No,0,United States,California,Fort Bragg,95437,39.455555,-123.683979,14417,Q3,Yes,1,12,Offer D,Yes,46.88,No,Yes,Cable,73,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.25,612.1,0.0,0,562.5600000000001,1174.66,3,Stayed,No,57,3097,,
6244-BESBM,Male,61,No,No,Yes,Yes,1,United States,California,Geyserville,95441,38.731771,-123.064272,2349,Q3,Yes,6,69,None,Yes,12.02,No,Yes,Fiber Optic,30,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.2,6671.7,0.0,0,829.38,7501.08,4,Stayed,No,34,6166,,
2612-PHGOX,Male,47,No,No,Yes,No,0,United States,California,Graton,95444,38.434362,-122.86891,390,Q3,Yes,4,64,None,Yes,6.59,Yes,Yes,Cable,20,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,76.1,4818.8,0.0,0,421.76,5240.56,4,Stayed,No,26,4222,,
8480-PPONV,Male,56,No,No,Yes,Yes,3,United States,California,Guerneville,95446,38.52576,-123.013347,4913,Q3,Yes,3,62,None,Yes,40.66,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,0.0,0,2520.9199999999996,9679.97,3,Stayed,No,25,6349,,
8780-IHCRN,Male,23,Yes,No,Yes,Yes,2,United States,California,Healdsburg,95448,38.618347,-122.908422,17979,Q3,Yes,5,63,None,Yes,28.92,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.65,1574.5,0.0,0,1821.96,3396.46,4,Stayed,No,40,4392,,
4598-ZADCK,Female,34,No,No,No,No,0,United States,California,Hopland,95449,38.93706,-123.118111,1373,Q3,No,0,53,None,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,2879.2,0.0,0,0.0,2879.2,3,Stayed,No,28,5183,,
1257-SXUXQ,Male,20,Yes,No,Yes,Yes,1,United States,California,Jenner,95450,38.505995,-123.187019,438,Q3,Yes,10,5,None,Yes,8.04,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,86.05,0.0,0,40.199999999999996,126.25,3,Stayed,No,79,4573,,
7182-OVLBJ,Female,32,No,No,Yes,Yes,3,United States,California,Kenwood,95452,38.419525,-122.521585,1653,Q3,Yes,4,62,None,Yes,28.64,Yes,Yes,Fiber Optic,52,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,101.15,6638.35,0.0,30,1775.68,8444.03,3,Stayed,No,36,5735,,
5095-ETBRJ,Female,28,Yes,No,Yes,No,0,United States,California,Lakeport,95453,39.080469,-122.955176,11180,Q3,Yes,5,55,None,Yes,2.36,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,56.8,3112.05,0.0,0,129.79999999999998,3241.8500000000004,4,Stayed,No,33,4702,,
4821-WQOYN,Female,25,Yes,No,Yes,Yes,2,United States,California,Little River,95456,39.245911,-123.77214,882,Q3,Yes,6,72,None,Yes,22.05,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.1,1326.25,0.0,0,1587.6000000000001,2913.8500000000004,4,Stayed,No,41,4603,,
4730-AWNAU,Male,59,No,No,Yes,No,0,United States,California,Lower Lake,95457,38.925545,-122.549083,2644,Q3,Yes,7,36,None,No,0.0,No,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,2234.55,0.0,0,0.0,2234.55,3,Stayed,No,69,3671,,
3452-FLHYD,Male,47,No,No,Yes,No,0,United States,California,Lucerne,95458,39.141934,-122.770679,3002,Q3,Yes,3,25,None,Yes,25.08,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.95,495.15,0.0,0,627.0,1122.15,4,Stayed,No,77,5682,,
9531-NSBMR,Female,44,No,No,No,No,0,United States,California,Mendocino,95460,39.305545,-123.743697,2229,Q3,No,0,36,None,Yes,49.85,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.25,679.8,0.0,0,1794.6000000000001,2474.4,3,Stayed,No,79,4904,,
